,DELAY BETWEEN RATES (ms),Batch Size,Number of Batches (per run),Number of runs,Delay Increment,Batch Size Increment,,,,,,
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67352,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67352,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67352,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67352,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13782,1.13792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13782,1.13792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.37,109.378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44391,1.44403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44391,1.44403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44404,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44404,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13782,1.13792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13782,1.13792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13784,1.13792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13784,1.13792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.381,109.389,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.381,109.389,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44404,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44404,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13793,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13793,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67385,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67385,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67385,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44404,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44404,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.464,124.474,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.464,124.474,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.381,109.389,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.381,109.389,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67385,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67385,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78799,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67385,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.464,124.474,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.464,124.474,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44403,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44403,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44403,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44403,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67355,3.67378,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13785,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.1062,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78805,0.78805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10622,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10622,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10622,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44416,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13794,1.13795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44416,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.463,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.461,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78806,0.78812,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78806,0.78812,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13795,1.13805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13795,1.13805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44416,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44416,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44416,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44416,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.465,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.465,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78806,0.78812,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78806,0.78812,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10622,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10622,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10622,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10629,1.1063,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67368,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67368,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67345,3.67368,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78813,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78813,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67342,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44404,1.44407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67342,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67342,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10632,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10632,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10632,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.465,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.465,124.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.466,124.476,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.466,124.476,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.359,109.367,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.359,109.367,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.359,109.367,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.359,109.367,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.1381,1.1382,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.466,124.476,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.466,124.476,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.466,124.476,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.466,124.476,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67325,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44405,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44394,1.44405,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78811,0.78817,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.45,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.45,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78823,0.78829,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78823,0.78829,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13795,1.13805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13795,1.13805,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.45,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44363,1.44375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.45,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44363,1.44375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44363,1.44375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44363,1.44375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.45,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.45,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44363,1.44375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.44363,1.44375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67332,3.67355,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67358,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10618,1.10626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78833,0.78839,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.78833,0.78839,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.457,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,JPY,124.457,124.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,AED,3.67335,3.67365,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,109.369,109.377,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,INR,1.10631,1.10639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.4437,1.44376,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.4437,1.44376,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.13815,1.13825,Market,0,A
